0,opera,png,270.4,10.1,2168,48.4
6,opera,jpeg,375.8,13.5,348,77
12,opera,avif,300.9,9.5,299,86.8
18,opera,webp,334.8,8.9,319,68.3
24,opera,png,362.2,9.1,1939,100.7
30,opera,jpeg,302.7,8.7,336,57.4
36,opera,avif,324.8,8.8,286,73.2
42,opera,webp,309.3,9.2,303,80.2
48,opera,png,289.2,9.6,2139,60.8
54,opera,jpeg,258.2,6.9,336,13.2
60,opera,avif,325.8,8.4,322,73.1
66,opera,webp,289.1,8.2,328,47.8
72,opera,png,303.5,9.2,2219,89.2
78,opera,jpeg,386.8,10.3,394,153.4
84,opera,avif,310.6,8.5,330,62.7
90,opera,webp,470.1,9.1,384,187.5
96,opera,png,335.4,11.4,2871,99.2
102,opera,jpeg,339.4,9.2,515,74.2
108,opera,avif,306.3,8.4,427,71.7
114,opera,webp,316.8,9.7,443,53.2
120,opera,png,295.6,9.5,1623,60.5
126,opera,jpeg,398.6,9.4,426,148
132,opera,avif,301.3,11,315,69.7
138,opera,webp,335.7,8.5,350,73.5
144,opera,png,398.7,12,1871,155.9
150,opera,jpeg,335,8.3,339,89
156,opera,avif,345.6,9.3,300,81.7
162,opera,webp,300,9.3,303,71.9
168,opera,png,445,8.3,1891,156.9
174,opera,jpeg,287.5,8.6,342,38.4
180,opera,avif,295.3,6.4,310,62.7
186,opera,webp,315,8.6,310,76.8
192,opera,png,457.5,9.1,1614,186.8
198,opera,jpeg,294.2,9.2,335,51.5
204,opera,avif,397.8,7.8,301,167.6
210,opera,webp,335.2,7.9,313,50.8
216,opera,png,321.4,8.5,2623,61.6
222,opera,jpeg,320.4,8.5,394,62.5
228,opera,avif,302.8,9.1,326,52.6
234,opera,webp,317.5,9.1,347,60.7
240,opera,png,324.3,8.8,1896,65.2
246,opera,jpeg,315.6,8.8,365,47.3
252,opera,avif,309.7,9.9,305,70.3
258,opera,webp,326.3,8.9,323,75.9
264,opera,png,420.1,8.9,1839,166.7
270,opera,jpeg,408.3,9,339,158.5
276,opera,avif,354,8.8,343,80.6
282,opera,webp,399.8,8.2,294,172.8
288,opera,png,323.8,8.3,1890,66.2
294,opera,jpeg,362.9,9.8,333,67.7
300,opera,avif,319.4,8.3,280,58.9
306,opera,webp,342.6,8.7,308,64.6
312,opera,png,433.8,8.6,2398,165.5
318,opera,jpeg,446.2,9.9,340,163.6
324,opera,avif,418.3,8.8,277,189.2
330,opera,webp,386.7,6,294,164
336,opera,png,274.7,9.2,2058,41.9
342,opera,jpeg,352,10.5,336,57.5
348,opera,avif,300.4,9.1,318,53.5
354,opera,webp,312,8.9,309,66.5
360,opera,png,489.1,13.9,2088,263.8
366,opera,jpeg,329.4,8,383,66.2
372,opera,avif,505.4,8.8,305,286.8
378,opera,webp,337.4,8.4,344,67.8
384,opera,png,301.6,8.8,1963,47.1
390,opera,jpeg,424.7,7.9,352,167.2
396,opera,avif,517.2,7.8,432,156.5
402,opera,webp,409,8.5,328,158.2
408,opera,png,293.8,8.3,2069,76.6
414,opera,jpeg,430.1,8.5,411,158.1
420,opera,avif,302.2,9,347,48.6
426,opera,webp,435.8,9.9,406,169.2
432,opera,png,304.8,8.4,2547,60.9
438,opera,jpeg,339.5,8.3,421,77.7
444,opera,avif,298.3,9.1,345,80.4
450,opera,webp,423.2,8.6,371,184.2
456,opera,png,355.9,9.2,1540,73.4
462,opera,jpeg,430.1,8.4,319,183.3
468,opera,avif,343.6,8.5,268,87.4
474,opera,webp,319.8,10.7,286,83.8
480,opera,png,387.4,8.9,1886,92.5
486,opera,jpeg,428.5,8.5,315,172.4
492,opera,avif,425.6,9.4,245,179.1
498,opera,webp,256.4,7.4,282,14.5
504,opera,png,309.3,8.9,1625,53
510,opera,jpeg,307.9,8.4,319,62.6
516,opera,avif,282.7,8.7,290,55.1
522,opera,webp,322.4,8.5,291,67.6
528,opera,png,487.2,9.8,2038,212.2
534,opera,jpeg,458.5,9,380,166.7
540,opera,avif,420.5,8.6,327,160.4
546,opera,webp,463.5,8.5,373,170.5
552,opera,png,321.5,9,2140,60.2
558,opera,jpeg,329.7,8.7,369,61.4
564,opera,avif,465.4,8.7,320,177.1
570,opera,webp,442,7.9,336,185.7
576,opera,png,527.9,9.3,2502,276.1
582,opera,jpeg,322.3,9,360,54.4
588,opera,avif,343.7,8.6,328,54.9
594,opera,webp,350.3,8.3,320,56.3
600,opera,png,443.7,8.9,2003,179.6
606,opera,jpeg,311.2,8.2,346,57.3
612,opera,avif,346.7,8.9,333,65.4
618,opera,webp,438.4,8.6,316,168.7
624,opera,png,447.2,9.6,2164,197.2
630,opera,jpeg,485.9,8.8,392,171.8
636,opera,avif,305.5,9.6,311,63.1
642,opera,webp,558.2,8.8,435,170.6
648,opera,png,320.8,8.4,2456,50.5
654,opera,jpeg,316.3,8.9,381,82.6
660,opera,avif,311.7,8.8,328,67.9
666,opera,webp,348.9,9.8,340,60.5
672,opera,png,336.1,9.8,2242,93
678,opera,jpeg,427.6,10.2,399,172.7
684,opera,avif,432.1,10.1,355,170.6
690,opera,webp,328.7,9,396,67.4
696,opera,png,400.5,8.6,2054,84.9
702,opera,jpeg,405.7,9.9,341,174
708,opera,avif,475.2,7.9,334,160.7
714,opera,webp,290.4,8.9,314,67.7
720,opera,png,276.1,7.8,1828,67.1
726,opera,jpeg,105.5,undefined,314,104.8
732,opera,avif,109,undefined,258,92.1
738,opera,webp,111.4,undefined,266,86.9
744,opera,png,101.7,undefined,1768,130.3
750,opera,jpeg,121.2,undefined,324,93.8
756,opera,avif,111.1,undefined,243,109.4
762,opera,webp,109.6,undefined,275,84.4
768,opera,png,123.1,undefined,1262,41.4
774,opera,jpeg,182.3,undefined,280,93.5
780,opera,avif,110.6,undefined,253,84.2
786,opera,webp,108.7,undefined,255,216.2
792,opera,png,131.3,undefined,2107,104
798,opera,jpeg,107.4,undefined,327,61.5
804,opera,avif,100.7,undefined,282,113.7
810,opera,webp,112.1,undefined,263,94.1
816,opera,png,134.6,undefined,2274,68.8
822,opera,jpeg,121.9,undefined,356,282.8
828,opera,avif,133.8,undefined,302,84.4
834,opera,webp,126.3,undefined,329,94.2
840,opera,png,164.4,undefined,1632,188.1
846,opera,jpeg,117.1,undefined,299,209.2
852,opera,avif,97.6,undefined,263,84.6
858,opera,webp,81.1,undefined,265,100.5
864,opera,png,107.8,undefined,1706,105.9
870,opera,jpeg,151.3,undefined,275,91.8
876,opera,avif,92.5,undefined,232,101.7
882,opera,webp,142,undefined,263,118
887,opera,png,134.9,undefined,1792,107.6
893,opera,jpeg,109.1,undefined,295,219.2
899,opera,avif,109.2,undefined,270,104.7
905,opera,webp,99.9,undefined,277,99.8
911,opera,png,136.2,undefined,1820,107.3
917,opera,jpeg,117.6,undefined,294,197.5
923,opera,avif,97.5,undefined,243,113.9
929,opera,webp,103.5,undefined,258,110.1
935,opera,png,145.2,undefined,2322,295
941,opera,jpeg,113.6,undefined,391,108.2
947,opera,avif,101.1,undefined,298,108.5
953,opera,webp,103.6,undefined,302,109.4
959,opera,png,135.4,undefined,1765,106
965,opera,jpeg,117.4,undefined,330,117.7
971,opera,avif,111.2,undefined,323,100.9
977,opera,webp,110.9,undefined,284,103.1
983,opera,png,123.2,undefined,2120,103.3
989,opera,jpeg,105.3,undefined,345,110.6
995,opera,avif,105.6,undefined,317,108.8
1001,opera,webp,102.7,undefined,329,97.6
1007,opera,png,109.8,undefined,1998,100.2
1013,opera,jpeg,99.7,undefined,307,190.7
1019,opera,avif,117.4,undefined,269,105.6
1025,opera,webp,102.7,undefined,265,90.5
1031,opera,png,108,undefined,2573,103.4
1037,opera,jpeg,106.5,undefined,381,203.6
1043,opera,avif,101.4,undefined,358,103.5
1049,opera,webp,108.2,undefined,343,215.6
1055,opera,png,108.3,undefined,1637,284.2
1061,opera,jpeg,106.4,undefined,308,113.9
1067,opera,avif,84.1,undefined,269,220.4
1073,opera,webp,147.2,undefined,277,73.9
1079,opera,png,125,undefined,1803,111.3
1085,opera,jpeg,104.1,undefined,324,213.5
1091,opera,avif,97.4,undefined,282,101.8
1097,opera,webp,75.8,undefined,245,128.7
1103,opera,png,167.3,undefined,1726,93.5
1109,opera,jpeg,95.7,undefined,302,111.6
1115,opera,avif,94.1,undefined,251,124.3
1121,opera,webp,95.1,undefined,266,109.2
1127,opera,png,134.1,undefined,2076,93.1
1133,opera,jpeg,104.5,undefined,327,193.5
1139,opera,avif,92.9,undefined,306,116.1
1145,opera,webp,117.1,undefined,294,221
1151,opera,png,106.1,undefined,1884,188.2
1157,opera,jpeg,108.6,undefined,312,96.8
1163,opera,avif,99.5,undefined,293,204.9
1169,opera,webp,115.7,undefined,283,74.2
1175,opera,png,104.8,undefined,1601,105.2
1181,opera,jpeg,119.8,undefined,298,194.9
1187,opera,avif,93.6,undefined,260,107
1193,opera,webp,119.1,undefined,251,95.5
1199,opera,png,129.7,undefined,2092,107.1
1205,opera,jpeg,87.4,undefined,315,99.7
1210,opera,avif,121.9,undefined,276,193.7
1216,opera,webp,100,undefined,272,90.7
1222,opera,png,156,undefined,2313,31.2
1228,opera,jpeg,93.6,undefined,387,107
1234,opera,avif,104.4,undefined,276,105.6
1240,opera,webp,120.4,undefined,291,102.5
1246,opera,png,118.2,undefined,2574,105.9
1252,opera,jpeg,114.6,undefined,367,93.7
1258,opera,avif,101.6,undefined,336,93.5
1264,opera,webp,135.9,undefined,372,87.2
1270,opera,png,136.1,undefined,1935,313.1
1276,opera,jpeg,112.5,undefined,322,103.4
1282,opera,avif,105.1,undefined,280,84.2
1288,opera,webp,104,undefined,279,196.3
1294,opera,png,125.9,undefined,1988,206.2
1300,opera,jpeg,120.3,undefined,339,108.1
1306,opera,avif,108.7,undefined,285,421.1
1312,opera,webp,101.6,undefined,287,104.5
1318,opera,png,132.3,undefined,2228,122.8
1324,opera,jpeg,108,undefined,380,108.2
1330,opera,avif,118.1,undefined,303,113.9
1336,opera,webp,107.4,undefined,331,37.5
1342,opera,png,145.9,undefined,1571,141.4
1347,opera,jpeg,130.7,undefined,279,108.1
1353,opera,avif,69.6,undefined,222,278.3
1359,opera,webp,60.7,undefined,238,207.5
1365,opera,png,144.3,undefined,2115,227.4
1371,opera,jpeg,106.7,undefined,348,150.1
1377,opera,avif,117.5,undefined,267,93
1383,opera,webp,99.5,undefined,293,112.6
1389,opera,png,150.1,undefined,2971,96.4
1395,opera,jpeg,122.6,undefined,462,101.9
1401,opera,avif,126.6,undefined,460,99
1407,opera,webp,121.5,undefined,442,84
1413,opera,png,134.6,undefined,1606,143.7
1419,opera,jpeg,110.8,undefined,296,92.1
1425,opera,avif,122.1,undefined,288,198.6
1431,opera,webp,115.5,undefined,283,101.2
1437,opera,png,130.5,undefined,1988,104.1
1443,opera,jpeg,108.5,undefined,324,239
1449,opera,avif,127.1,undefined,269,108.7
1455,opera,webp,108.5,undefined,277,96
1461,opera,png,117.2,undefined,1868,104.3
1467,opera,jpeg,100.2,undefined,373,107.9
1473,opera,avif,118.4,undefined,318,160.1
1479,opera,webp,109.4,undefined,341,203
1485,opera,png,123.5,undefined,1805,97.8
1491,opera,jpeg,138.4,undefined,314,205.7
1497,opera,avif,135.4,undefined,266,33
1503,opera,webp,132.4,undefined,277,113.9
1509,opera,png,130.5,undefined,1807,355.7
1515,opera,jpeg,121.4,undefined,316,99.8
1521,opera,avif,137.6,undefined,258,42.8
1527,opera,webp,125.1,undefined,282,95.3
1533,opera,png,129.5,undefined,2151,44.1
1539,opera,jpeg,115.5,undefined,352,106.7
1545,opera,avif,113.2,undefined,295,289.1
1551,opera,webp,112.7,undefined,287,110.3
1557,opera,png,153.9,undefined,1899,68.8
